isapre,mujer,ingresos,ocupado
0,1,655.556,1
0,0,612.5,1
0,0,1200,1
0,0,439.584,1
0,0,350,1
0,0,515,1
0,1,986,0
0,0,262.34,1
1,0,725.411,1
1,1,424.776,1
0,0,480,0
0,0,200,1
1,0,371.569,1
0,1,450,0
NA,0,187.5,1
1,0,520,0
0,1,363,1
0,0,669.104,1
0,0,827.557,1
0,1,700,1
0,1,216.977,0
0,0,273.267,1
0,0,1550,1
1,0,368,1
0,0,365.5,0
0,1,143.333,1
0,0,109.462,1
0,1,377.323,0
0,1,450,1
0,0,1002.272,1
0,0,225.417,1
1,0,166.579,1
0,0,930,1
1,0,525,1
0,1,490,0
0,1,200,1
0,1,420,1
1,1,1450,1
0,0,350,1
0,0,414.646,0
1,1,756.667,1
0,1,600,1
0,0,450,0
0,1,800,0
0,1,750,0
0,0,1205.833,1
0,1,600,1
1,0,891.25,1
0,0,904.167,1
1,0,2420.833,1
0,1,763.092,1
0,1,2201.667,1
1,0,516.667,1
1,0,200,1
1,0,2100,1
0,0,1400,1
1,0,150,0
1,0,1862.5,1
0,0,800,1
0,0,766.634,1
0,1,954.644,1
1,0,1750,1
0,1,2150,1
1,0,2218.333,1
0,0,1056.25,1
0,1,1812.5,1
0,1,566.368,0
1,0,2570.833,1
0,1,1135.607,1
1,0,1188.45,1
1,0,505.694,1
1,0,452.292,1
0,0,450,1
1,0,1126.667,1
1,0,737.708,1
0,0,283.5,1
0,1,969,0
1,0,434.687,1
0,0,822.529,0
1,1,800,1
1,1,721.25,1
0,1,266.667,1
0,1,173.889,1
0,0,200.774,0
1,1,633.333,1
1,0,1183.333,1
0,0,442.754,0
1,0,1802.083,1
0,1,419.375,1
0,0,1727.084,1
1,0,538,1
0,1,774.167,1
0,1,848.733,1
0,0,684.722,1
0,0,3451.667,1
0,0,801.25,1
0,0,900.556,1
0,0,1450,1
0,0,1350.611,1
0,0,951.389,1
0,1,2354.583,1
0,0,200,1
0,1,545,0
0,0,586.091,1
0,1,550,0
0,0,1075,1
0,1,1575,1
0,1,167.222,1
0,0,143.333,1
1,0,710.417,1
0,1,191.434,1
0,0,202.773,1
NA,1,309.162,1
0,0,287.667,1
0,0,228.667,1
0,0,309.646,0
0,0,572,1
1,0,353.333,1
1,0,675,1
1,0,825,1
0,1,919.792,1
0,1,601.549,1
0,0,552.333,0
NA,0,345.625,1
1,0,686.945,1
1,0,772.425,1
1,0,645.251,1
1,0,389.097,1
1,1,479.889,1
1,0,474.146,1
0,0,406.944,1
0,1,829.436,0
0,0,2153,1
0,0,600,1
0,1,697.738,0
0,0,760,1
0,0,683.333,1
0,1,639.634,0
0,0,1717.895,1
0,0,875.917,1
1,0,2158.333,1
0,0,1400.833,1
1,0,1300,1
0,0,751.042,1
0,1,958.092,1
0,0,316.667,1
0,0,1102.084,1
0,0,0,0
1,0,500,1
1,0,900,1
1,0,2249.167,1
0,1,1335.834,1
0,0,900,1
1,0,1012.917,1
0,0,410,1
0,1,350,1
0,0,279.375,1
1,0,293.75,1
0,0,163.333,1
1,0,433.333,1
1,0,1300,1
1,1,800,1
1,0,1033.333,0
0,0,254.323,0
1,1,213.333,1
0,0,300,0
0,0,175,1
1,0,805,0
1,0,408.472,1
1,0,430,1
1,0,351.052,0
1,1,983.333,0
1,1,750,1
1,0,595,0
0,0,315,0
1,0,450,1
0,1,710.833,1
1,0,503.6,1
1,0,211.373,0
1,0,328,0
0,1,850,1
1,1,762.389,1
1,1,950,1
1,0,725.833,0
0,0,755,1
1,0,400,1
0,0,466.667,1
0,0,375,1
0,1,350,1
0,0,450,1
0,1,507.617,0
0,0,466.667,1
0,0,287.5,1
0,0,205.51,1
0,0,331.429,1
0,1,575,1
1,0,750,1
0,0,525,1
0,0,252.502,0
0,1,280.705,0
0,1,480,1
0,0,625,1
0,0,178,1
0,0,233.333,1
0,0,460,1
0,0,454.823,1
0,0,195,1
0,0,180.905,1
1,1,705,0
0,1,140,1
0,0,129.912,1
0,1,155.03,1
0,0,2195.834,1
0,0,75.547,1
0,0,555,1
0,0,570,1
0,0,312.5,1
0,0,790,1
0,1,650,1
0,0,421.579,0
0,0,526.667,1
1,1,973.333,0
0,0,970,1
NA,0,255,1
0,0,219.313,1
0,0,211.619,1
NA,0,405.046,1
NA,1,234.903,1
0,1,383,0
NA,0,228.784,1
0,0,850,1
0,1,191.434,1
1,0,725,1
0,1,450,0
0,0,535,1
0,1,523.889,0
0,0,1000,1
0,1,550,1
0,0,179.722,1
NA,1,240,0
0,0,683.578,1
0,0,462,0
1,0,1200,1
0,1,290.717,0
0,0,252.766,1
0,1,77.5,1
NA,1,62.211,0
0,0,507.5,0
0,0,354.445,1
0,1,350,0
0,1,186,1
0,1,110,0
0,1,157.5,1
1,0,227.773,1
0,0,137.5,1
0,1,476.15,0
0,0,150,1
0,0,76.588,0
0,0,163.576,1
0,0,252.717,1
1,1,476.076,1
0,0,216.667,1
0,0,401.5,0
0,0,375,1
0,0,189.375,1
0,0,800,1
0,1,500,1
0,1,175,0
0,1,216.667,1
0,1,340,0
0,0,317.644,0
0,1,157.529,1
0,0,296.929,0
0,0,187.042,1
0,0,616.667,1
1,0,133.333,1
0,0,133.333,1
0,1,474.223,1
0,0,450,1
0,0,75,1
0,1,257.798,1
0,1,285.789,1
0,1,352.323,1
0,0,150,1
1,0,400,1
0,0,508.289,1
0,0,366.667,1
0,1,133.333,1
0,0,830,1
0,1,216.667,1
0,1,475,1
0,0,570,0
0,0,794.444,1
0,0,475,1
0,0,900,0
0,1,450,1
0,1,440,1
0,1,410,1
0,0,525,1
0,1,2204.583,1
0,0,728.056,1
0,1,750,0
0,0,1302.084,1
0,1,10312.5,1
1,1,1508.333,1
0,0,1102.083,1
NA,0,1883.333,0
0,0,230,1
0,0,300,1
0,1,185,1
0,0,333.333,1
0,0,506.528,1
0,1,710,0
0,0,188.357,1
0,1,641.634,0
0,0,112.5,1
0,0,145,1
0,1,100,1
0,1,100,1
0,0,80,1
0,0,683.333,1
0,1,175,1
0,1,224.5,1
0,1,243.333,1
0,0,188.571,1
0,0,305,0
0,1,1804.583,1
0,0,700,1
0,0,289.823,0
0,0,193.333,1
0,0,373.5,0
0,1,1103,0
0,1,206.806,1
1,0,392.5,1
0,1,330,0
0,0,536.563,1
1,0,344.792,1
0,1,350,1
1,0,1288.889,1
0,0,247.208,1
0,0,450.972,1
0,0,300,0
0,0,321.944,1
0,0,456.284,1
0,0,162.778,0
0,0,173.383,1
NA,1,261.667,1
0,1,550,1
0,0,226.266,1
1,0,306.667,1
0,0,360,1
1,0,600,1
1,1,570,1
0,0,250,1
0,0,175,1
0,1,340.667,1
1,0,358.333,1
0,0,416.667,1
0,0,164.658,1
1,0,419.375,1
0,0,421.146,0
1,0,600,1
0,0,366.667,1
0,0,268.765,1
0,1,150,0
1,0,438.889,1
1,0,375,1
NA,0,300,1
1,0,425,1
1,0,1300,1
1,0,260,1
0,0,223.638,1
0,0,150,1
0,0,320,1
0,0,645,1
0,1,160,1
0,0,300,1
0,1,205.942,1
0,0,316.667,1
1,1,360,1
0,0,205.438,1
0,0,283.905,1
0,0,233.333,1
0,0,390,1
0,1,580,1
0,0,333.097,1
0,0,241.336,1
NA,1,296,0
1,0,760,1
1,0,907.368,1
0,0,537.778,1
1,1,527.083,1
0,0,168.215,1
0,1,391.784,1
1,0,621.792,1
0,1,350,1
0,0,200,1
0,0,260,1
1,0,1505.555,1
0,0,450,1
0,0,525,1
0,1,125.333,1
1,0,1750,1
0,0,661.157,0
0,0,465,1
0,1,234.495,1
0,0,114.386,1
1,1,450,1
0,0,470,1
0,0,325,1
0,0,1087.553,0
1,0,747.084,1
0,0,666.667,1
1,0,480.094,1
0,0,337.5,1
0,0,1200,1
0,0,340,1
0,0,313.333,1
0,1,224.28,0
0,0,91.667,1
0,0,350,1
1,0,340,1
0,0,852.292,1
0,1,1600,1
0,1,1804.792,1
0,1,934.861,1
0,1,1102.917,1
1,0,1179.584,1
0,1,514.26,1
0,1,760,1
0,0,367.917,1
0,0,371.611,1
1,0,305,1
0,0,460,1
0,1,327.031,1
0,1,311.814,1
0,1,333.333,1
0,0,141.4,1
0,1,467.757,0
1,0,632.161,1
0,1,265,1
0,1,317.222,1
1,0,312.818,1
0,1,0,1
0,0,208,1
0,1,421.745,0
0,1,820,1
0,0,274.21,1
1,0,1416.667,1
0,1,535,1
0,1,200.8,1
0,0,191.6,1
0,0,381.061,1
0,0,439.342,1
0,1,126.171,1
0,0,710,1
0,1,711.842,1
0,0,190,1
0,1,188,1
NA,0,243.317,1
1,0,100,1
0,0,411.763,1
0,1,392.675,0
0,1,138.449,1
0,0,182.502,1
0,1,311.983,0
1,0,1341.935,1
0,0,295.779,0
0,1,273.667,1
0,0,110,0
0,0,1106.667,0
0,1,347,0
NA,1,149.844,1
0,0,185,1
0,0,342.778,1
0,0,300.833,1
0,0,392.5,1
1,0,290,1
0,1,110.892,1
0,0,370,1
1,1,375.5,1
0,0,716.667,1
0,0,466.667,1
0,1,91.667,1
0,1,86.667,1
1,0,827.778,1
0,0,197.694,1
1,0,950,1
1,0,354.861,1
0,0,401.052,1
0,1,82.5,1
NA,0,1062.008,1
0,1,156.206,1
0,0,140,1
0,0,645.858,1
0,0,388.578,1
NA,1,502.667,1
1,1,233.333,1
0,1,375,1
1,0,345.308,1
0,1,702.222,0
0,0,241.2,1
0,0,250,1
0,0,574.823,1
0,1,873.746,0
0,0,752.456,1
NA,0,1258.5,1
0,0,611.25,1
0,1,266.162,1
0,1,60,1
0,1,321.052,1
0,0,235.347,1
0,0,333.333,1
NA,0,331.146,0
0,0,464.01,1
0,1,170.139,1
0,0,550,1
0,0,978.675,1
0,0,547.604,1
0,1,458.052,0
0,1,170.269,1
0,0,856,0
1,1,580,0
0,0,950,1
1,0,217.586,0
0,0,304.584,0
0,0,514.167,0
0,1,208.813,0
0,1,145.657,0
0,1,255,1
NA,0,354.646,0
0,0,327.323,1
NA,0,893.333,0
0,1,477.803,0
0,1,382.408,1
1,0,211.467,1
0,1,583.357,1
0,0,155.5,1
1,0,289.593,1
0,1,510,1
1,0,1039.583,1
1,0,865.045,1
0,1,500,0
0,1,1097.209,0
0,1,504.646,0
0,1,250,0
0,1,871.929,0
0,1,220.278,1
1,0,578.917,1
0,1,461.968,1
1,0,1200,1
0,1,276.902,1
NA,0,437.92,1
0,1,304.646,0
0,0,150,0
0,1,104.646,0
0,0,350,1
0,0,437.5,1
0,1,201.667,1
0,0,580,1
0,1,338.334,1
0,0,1610,1
NA,0,465,1
0,1,178.82,1
0,0,650,1
0,0,1000,0
0,1,448.067,0
0,0,760,1
0,0,700,1
0,0,453.406,1
0,0,331.042,1
0,0,1200,0
0,0,278.398,1
0,0,235.833,1
0,0,482.709,1
0,0,202.466,0
0,0,582.5,1
0,0,105.714,1
0,0,100,1
0,0,408.653,1
0,0,300,1
0,0,1023.333,1
1,0,980,1
0,1,375,0
0,1,500,0
0,0,454.646,0
0,0,520,0
1,1,444.167,1
0,1,620,1
0,0,200,1
0,1,680,1
1,0,970.833,1
0,0,700,1
0,0,287.561,1
0,0,769.584,1
0,0,600,1
1,1,575,1
0,0,491.579,1
NA,0,933.333,1
0,1,280,1
0,0,404.646,0
0,0,697.5,1
0,0,338.75,1
0,1,179.193,0
0,0,281.667,1
0,1,325,1
NA,0,433.579,1
0,0,900,1
0,1,174.631,1
0,1,578,0
0,0,266.667,1
0,1,310,0
0,1,450,1
0,0,326.44,1
0,1,386.198,0
0,0,384.815,1
0,1,298.99,1
0,1,360,1
0,0,460.417,1
0,0,525,1
0,0,225,1
0,0,200,1
0,1,976.667,1
1,0,346.555,1
0,1,304.646,0
0,0,435,1
0,0,404.646,0
0,0,890,1
0,1,900,1
0,0,307.872,0
0,1,183.333,0
0,1,156.25,1
NA,1,661.334,1
0,0,346.667,1
0,1,404.646,0
0,0,1700,1
0,0,530,1
0,1,427.5,0
0,1,93.75,0
0,1,200,0
0,1,437.504,0
0,0,332.778,1
0,1,745,0
0,1,215,0
0,0,66.667,0
0,1,184.196,0
0,0,783.662,1
NA,0,1615.829,1
0,1,340,1
1,0,2639.167,1
0,0,534.393,1
0,1,200.079,1
0,1,213.633,1
1,0,519.028,1
0,1,384.646,0
0,1,319.764,0
1,1,432.5,1
0,1,220,0
0,0,680,0
0,0,563.123,0
0,0,137.002,1
0,0,367.368,1
1,1,424.859,1
0,1,457,0
0,1,220,1
0,0,48.763,1
1,1,931.265,1
0,0,161.512,0
1,0,562.382,1
0,1,227.323,0
0,0,220.932,0
0,0,341.716,0
1,0,412.432,1
0,1,155.239,0
0,0,500,1
0,1,363.157,0
0,1,315,1
NA,0,275,0
1,0,395.833,1
0,0,456.73,1
1,1,125.51,0
0,0,217.929,0
1,1,80,0
0,0,50,0
1,0,278.542,1
0,1,187.605,1
0,1,116.549,1
0,0,129.839,1
NA,0,419.493,1
0,1,97.563,1
0,0,187.34,0
0,1,1700,1
1,1,237.458,1
0,0,1175,1
0,0,173.333,1
0,0,170,0
0,1,586.841,0
0,0,371.073,0
1,1,250,1
0,0,370,0
0,1,301.397,1
0,0,854.646,0
0,1,444,0
0,0,200,1
0,0,515,1
0,1,109.21,0
NA,1,85.738,0
0,0,401.25,1
0,0,202.323,1
0,1,412.675,0
0,0,180.6,1
0,0,130,0
0,1,112.733,1
0,0,141.135,1
0,0,266.667,1
1,1,787.875,1
0,1,160,0
0,1,327.323,1
0,1,459.882,0
0,0,166.419,1
0,0,248.537,1
NA,0,153.5,0
NA,0,270,1
0,0,742.518,0
0,1,350,1
0,1,160.128,1
0,1,377.323,0
1,0,435,1
0,1,147.5,0
0,0,390.625,1
0,0,708.052,1
0,0,371.113,1
0,0,317.833,1
0,1,286.667,1
1,0,254.911,1
0,0,243.421,1
0,1,241.667,1
NA,0,380,1
0,1,211.5,1
0,1,600,1
0,1,244.646,0
0,1,445,1
0,0,820,1
0,0,51.228,1
0,0,100.558,1
NA,0,300,1
0,1,940,1
0,0,683.157,1
0,0,79.137,0
0,0,350,1
0,1,96,1
0,0,150,1
0,1,302.323,1
0,1,91.699,1
0,1,400,1
0,0,164.733,1
0,0,3000,1
0,0,192.5,1
0,0,220,1
0,1,98,1
0,1,200,0
0,1,144.732,0
0,0,98.863,1
0,0,450,1
0,0,188.046,1
0,0,802.323,1
0,0,1145,1
0,0,399.321,1
0,0,333.157,1
0,0,183.692,1
0,1,129.138,1
0,1,150,1
0,0,262.323,1
1,0,368.333,1
0,0,448.498,1
1,0,238,1
1,0,375.45,1
1,0,115,1
0,1,124.002,0
1,0,492.598,1
1,0,350,1
0,0,188.86,1
0,0,315,1
1,0,353.125,1
1,0,314.444,1
0,1,140,1
0,0,1079.584,1
0,0,300,0
0,0,551.5,1
1,0,606.579,1
1,0,315.089,1
0,1,194.01,1
1,0,256.25,1
1,0,180,1
0,1,196.667,1
1,0,78.571,1
1,0,250.86,1
0,1,653.333,1
0,1,67.5,1
0,0,635,1
0,0,449,1
1,1,466.667,1
0,0,156.5,0
0,1,228.929,1
0,0,296.667,1
0,0,149.813,1
0,1,132.083,1
0,0,358.317,1
1,0,237.17,1
0,0,276.667,1
1,0,210.32,1
0,0,416.623,0
0,0,325.892,1
1,0,676.667,0
0,1,264.218,0
1,0,226.167,1
0,0,250,1
0,0,185,1
0,1,531.529,1
1,0,240,1
0,1,283.333,0
1,0,245,1
1,0,200,1
1,0,650,1
0,1,231.143,0
0,1,400,1
NA,1,600,1
0,0,100,1
0,1,423,0
0,0,504.646,0
0,1,514.932,0
0,1,1059,0
0,0,307.568,0
0,0,233.103,1
0,0,650,1
0,1,359.003,1
1,1,1773.334,0
0,1,1006.667,0
0,1,538.087,0
1,1,270,1
0,1,1900,1
1,1,1425,1
0,0,586.813,0
0,1,289.707,0
0,1,368.5,0
0,0,157.412,1
0,1,257.084,1
0,0,136.431,0
0,0,365.333,0
0,0,233.333,1
0,1,339.789,0
0,1,332.222,0
1,1,500,1
0,0,545,0
1,0,1140,0
0,1,608.5,0
0,0,445.669,0
0,1,250,0
0,0,187.895,0
1,1,351.389,0
0,1,477.755,0
0,0,192.566,0
0,1,394.861,0
0,1,91.25,0
0,0,237.529,0
0,1,555,0
0,1,390.849,0
0,0,184.578,0
0,0,636.111,1
0,1,132.083,1
NA,1,929,1
0,1,227.368,1
1,0,625,1
0,1,1250,0
0,0,2050,1
0,0,350,0
0,0,367.831,1
0,1,325.21,0
0,1,1145.444,1
0,1,311,0
0,0,269.271,0
0,0,191.547,1
0,1,185.423,1
0,0,258.01,1
NA,0,374.789,0
NA,0,513.07,0
0,0,714.823,1
1,0,750,0
0,1,311.583,1
0,1,208.272,1
0,0,379.789,0
1,1,557.771,1
0,1,833.333,1
0,1,366.667,0
0,0,452.773,0
0,0,380,1
0,1,340,1
0,1,1010.833,1
1,1,322.222,1
1,0,416.333,1
1,0,326.389,1
0,0,527.222,1
1,0,1200,1
0,1,405.535,0
0,1,300,0
1,1,410,1
0,1,137.5,1
1,0,457.517,1
0,1,650,1
0,0,281.667,1
NA,0,886.667,1
0,1,72.5,1
0,0,414.646,0
0,1,474,0
0,0,704.646,0
0,0,1150,0
NA,0,1942.667,0
0,1,2360,1
0,1,344.966,0
NA,1,262.443,1
0,1,410.217,0
1,1,1521.091,1
1,0,1970,1
0,0,1013.333,1
1,0,2380,1
0,0,400,1
1,0,1200,1
1,0,1862.5,1
0,0,763.959,1
1,0,1324.167,1
1,0,2492.567,1
0,1,274.091,0
0,1,214.567,0
NA,0,182.408,1
0,0,980,1
0,0,187.611,1
0,0,950,1
0,1,785.673,1
0,0,181.701,1
0,0,473.285,1
0,1,79.504,0
NA,0,184.833,1
0,0,229.375,1
0,1,25.714,1
0,1,165.204,0
0,1,431.25,1
0,1,84.925,0
0,0,417.5,1
NA,1,257.533,0
0,0,848.224,1
0,1,126.048,1
0,1,420.966,0
0,1,158.621,0
0,0,0,0
0,1,150,0
1,1,204.7,0
0,0,268.056,1
0,1,332.667,0
0,1,276,1
0,0,92.582,0
0,1,517.792,0
0,0,787.5,0
0,0,501.667,1
0,1,176.543,0
0,0,202.25,1
0,0,553,1
0,0,293.438,1
0,1,184.646,0
0,0,99.3,1
0,1,132.778,0
0,0,439.709,1
0,1,156.076,1
0,0,2662.5,1
0,1,835.351,1
0,1,536.5,1
0,0,164.667,1
0,1,438.414,0
0,0,139.539,1
0,1,140,1
0,1,13.333,1
0,0,104.646,0
1,0,450,1
0,1,358.2,0
0,1,359.578,0
0,1,389.905,0
0,1,339.342,0
0,1,171.075,0
0,0,350.774,0
0,0,218.056,1
0,0,40.679,0
0,1,80,1
0,1,257.5,0
0,0,321.667,1
0,0,1175,1
0,0,98.581,1
0,1,183.333,0
0,0,165.71,1
0,1,627,0
0,1,688.863,0
0,0,370,0
NA,1,241.073,1
0,0,170.51,1
0,0,205,0
0,0,404.646,0
0,1,393.333,1
0,0,177.323,0
NA,0,304.646,0
0,0,106.494,1
0,1,166.667,0
0,0,245.5,1
0,0,126.466,1
0,1,65.684,1
0,1,132.5,1
0,0,70.368,1
0,0,275,1
0,0,184,1
0,0,199.678,1
0,0,304.542,1
0,1,210,0
0,0,162.857,1
0,1,313.787,1
0,1,240,0
0,1,60.175,0
0,1,100,0
0,1,354.646,0
0,0,646.042,1
0,1,379,0
0,1,435,1
1,0,577.5,1
0,1,380,0
0,0,342.129,1
0,0,187.017,0
0,1,363.417,1
0,0,320.037,1
0,0,420,1
0,1,66.667,1
0,0,150.831,1
0,0,140.18,1
0,1,561.091,1
0,0,201.162,1
0,1,452,0
0,1,60,1
0,0,144,1
0,0,457,0
0,1,357.466,0
0,0,309,1
0,1,315.63,0
1,0,726.5,0
0,0,277.789,0
0,1,110.749,1
NA,0,1136.502,1
0,0,345,1
0,0,152.773,1
0,1,243.229,1
0,0,335,1
0,0,53.75,1
0,1,841.333,1
0,1,152.5,0
NA,1,580,1
0,1,148.333,1
0,1,202.5,1
NA,0,221.667,0
0,1,274,1
0,0,88.906,1
0,0,513.2,1
0,0,252.662,0
0,0,515,1
1,0,3237.5,1
0,0,350.334,1
0,0,125,0
0,1,248.162,0
0,1,304.598,0
0,1,238.694,1
0,0,73.259,1
0,0,150.833,1
0,1,190,1
0,1,325.977,0
0,0,100,1
0,0,140.89,1
0,0,524.375,1
0,0,295.323,0
0,0,404,0
0,0,557.119,0
0,0,451.549,1
0,1,166.667,0
0,0,320.49,1
0,1,87.233,1
NA,0,301.458,1
0,1,181.456,1
0,0,420,1
0,1,301.804,0
0,0,208.333,1
NA,1,522.45,1
0,1,235.245,1
0,1,290.852,1
0,0,67.456,1
0,1,384.304,1
0,0,130,1
0,1,92,1
0,0,210.457,1
0,0,104.286,1
0,0,163.888,0
0,1,165,1
NA,1,213,0
0,1,295.6,1
0,1,1058.334,1
0,0,202.262,1
0,0,450,1
0,0,340,0
1,0,408.367,1
0,0,420.833,1
0,0,143.111,1
0,0,209,0
0,0,752.941,1
0,0,154.573,1
0,0,257.754,1
0,0,183,1
0,1,275,0
0,1,35,0
NA,1,333.333,1
0,1,123.491,1
0,1,692,1
1,0,416.667,1
1,0,957.084,1
0,1,432.361,0
0,0,577.778,1
0,0,468.662,0
0,0,589.5,1
0,0,404.417,1
1,1,393.889,0
0,0,123.878,1
0,1,319.778,1
0,1,197.834,0
0,0,249.368,1
0,1,342.098,0
0,1,480.833,1
0,1,76.948,1
0,1,568.611,0
0,1,508.157,1
0,1,159.564,1
0,0,250,1
1,0,384.351,1
NA,0,142.281,0
0,1,307.248,0
0,1,292,1
0,0,452.917,1
0,0,206.69,1
0,1,405.034,1
1,0,202,1
0,0,362.778,1
0,1,270,0
0,0,316.667,1
NA,0,517.763,1
0,1,496.21,0
0,0,186.504,0
0,1,313.157,0
0,0,414.72,1
0,0,350.833,1
0,0,282.5,1
NA,1,175.881,1
0,1,582.917,1
0,1,117.361,0
0,0,273.333,1
0,1,458.477,0
0,0,510.556,1
0,1,216.624,0
0,0,585,1
0,0,268.999,0
0,0,245.5,0
0,0,145.833,1
0,0,177.513,1
0,0,75,1
0,0,183.333,1
1,1,266.667,1
1,0,518.333,1
0,1,492.667,1
0,0,144,1
0,0,176.576,1
0,0,303.135,1
0,0,689.213,1
0,0,184.444,1
0,0,225.614,1
0,0,200,1
0,1,346.409,0
0,0,354.646,0
0,0,436.823,1
0,1,284.882,0
0,0,270.611,1
NA,0,234.444,1
0,1,364.832,0
0,0,276.081,1
0,1,61.019,1
NA,0,159.691,0
0,0,118,1
0,0,168,1
0,1,111.111,0
0,0,255.61,1
0,0,166.4,1
0,1,349.707,1
0,1,348.623,1
0,0,497.851,1
0,1,109.033,1
0,0,273.476,0
0,1,328.056,1
0,0,152.323,1
0,1,72.951,1
0,0,380.498,0
0,1,260,1
0,1,213.257,0
0,0,229.646,0
0,1,258.611,0
0,0,396.25,1
0,0,259.167,1
NA,0,137.361,1
0,0,410.328,0
1,0,193.853,1
0,1,153.805,1
0,0,275,0
0,1,225,1
0,1,142,0
0,1,1090,1
0,0,54.5,0
0,0,255.669,0
1,0,526.667,1
0,0,434.606,1
0,0,234.741,1
0,0,172.25,1
0,0,231.466,0
NA,1,199.342,1
1,1,490.667,1
0,1,177.972,1
0,1,173.333,1
0,0,292,1
0,1,241.318,0
0,1,183.011,1
0,1,214.25,1
0,0,292.323,0
0,0,1046.667,1
0,1,520,0
0,1,437.938,0
0,1,487.917,0
0,0,280,1
0,0,144.929,0
0,0,1750,1
1,1,525,0
0,1,390.985,0
0,1,190,1
0,0,565.446,1
0,1,386.431,0
1,0,725,1
0,1,235,0
1,0,433.333,1
0,0,800,1
0,1,266.374,0
0,0,682.5,1
1,0,495,1
0,0,1350,1
0,0,559.053,1
0,1,700,1
NA,1,125,1
1,0,350,1
1,0,302.773,1
NA,0,162,0
0,0,820.351,1
0,0,325,0
0,1,950,1
0,1,256.667,1
0,1,219.676,1
NA,0,620,1
0,0,540,0
0,1,261.052,1
0,1,287.5,0
0,1,359,1
0,0,496.655,0
0,0,680,1
0,1,255,0
1,0,200,1
1,0,404.847,1
0,1,431.986,0
0,0,600,1
0,1,380,0
0,0,391.129,0
0,1,285,1
0,1,190,0
0,1,258.264,0
0,1,400,1
0,0,250,0
0,1,176.613,1
0,1,234.323,0
0,1,233.333,0
1,1,2302.5,1
1,0,500,1
0,1,283.333,0
0,0,280,1
0,0,850,1
0,1,1000,0
0,1,260.003,0
0,1,250,0
0,1,910,1
0,1,177,0
0,0,243.779,1
0,1,448.926,0
0,0,874.736,1
0,0,346.212,0
0,0,353.334,1
0,0,157.486,1
0,1,185,1
NA,0,288.056,1
0,1,234.823,0
0,0,393.542,1
0,1,395.291,0
0,0,512.084,1
0,0,264.983,0
0,0,873,1
0,1,438.616,0
0,1,1000,1
1,1,402.5,0
0,1,670,1
1,1,251.5,0
0,0,1350,1
0,0,200,1
0,0,505,0
1,1,550,0
1,0,600,1
0,0,354,0
0,1,196.2,0
0,1,1612.95,1
0,0,440.278,0
0,0,661.667,1
0,0,137.67,1
0,0,1078,1
0,1,550,1
0,1,450,0
0,1,279.667,0
NA,0,225,1
0,1,58.815,1
0,0,42.096,1
NA,0,126.631,1
0,1,194,1
0,1,650,1
0,0,775,1
0,1,290,1
0,0,350,1
0,1,383.333,1
0,1,300,0
0,1,2223.334,0
0,1,296.667,1
0,1,482.5,1
0,1,390,1
0,0,206.169,0
0,1,158.414,0
0,0,344.653,0
NA,1,170,0
0,0,180,1
0,0,225,1
0,1,257.262,0
0,0,438,1
0,1,109.013,1
0,1,204.646,0
0,1,274.083,1
NA,1,80,0
0,0,210,1
0,0,245,1
1,0,761.667,1
0,0,722.048,0
1,0,676.25,1
1,1,900,1
0,1,254.607,0
1,0,797.5,1
0,0,810.5,1
0,0,1731.556,1
0,0,45,1
0,1,795.327,1
1,1,737.083,1
1,0,322.535,1
0,1,228.262,0
0,1,124.424,1
0,1,316.204,1
0,0,1241.667,1
0,0,421.169,1
0,1,254.882,1
0,0,100,1
0,1,155,1
0,1,355.89,1
0,1,360,0
0,1,272.79,1
0,1,167.083,1
1,1,1000.208,1
1,0,642.292,1
1,0,1247.414,1
1,0,650,0
0,1,583.317,0
0,0,711.722,1
1,1,442.05,0
0,1,570.546,0
0,1,352,0
0,1,334.637,0
0,0,865.417,1
1,0,714.583,1
0,1,277.056,1
1,0,1107.5,1
0,0,425,1
NA,1,268,0
0,1,237.323,0
0,1,291.579,1
0,1,100,0
0,1,151,0
0,1,124.763,1
0,1,490.834,1
NA,1,193.333,1
0,1,385.993,0
NA,0,541.05,1
NA,1,125,0
0,0,833.157,0
0,1,304.052,1
0,1,400,1
0,0,235,1
0,0,166.667,1
0,0,301.076,0
1,0,320.529,1
0,0,600,1
0,1,209.071,1
0,1,389,1
0,1,450,1
0,1,237.5,0
NA,0,277.137,1
0,0,450,1
0,0,276.076,1
0,1,166.667,0
0,0,831.333,1
0,0,815.625,1
0,0,184.949,1
NA,1,178.4,0
0,1,173.24,1
1,0,550,1
1,1,815,1
0,0,542.5,1
0,1,182.847,1
0,1,126.667,1
0,1,169.012,0
0,1,690,0
0,1,711.389,1
0,1,285.791,0
0,0,241.14,1
0,1,390.961,1
0,1,207.078,0
0,1,431.25,1
1,0,522.722,1
0,0,189.167,1
0,0,361.25,0
0,1,151.042,0
0,1,355,1
0,1,229.515,1
NA,1,396.667,0
0,0,738.573,1
1,1,26,0
0,0,166.25,0
0,0,144.05,1
0,0,325,1
0,0,160.704,1
0,1,183.333,0
0,0,271.537,1
0,0,850,1
0,1,500,0
0,1,120,0
0,1,193.773,1
1,1,155,1
1,0,87.5,1
0,1,471,0
0,0,618.797,1
0,1,586.607,0
0,1,361.667,1
0,1,575,1
0,0,342.5,1
0,0,279.833,1
0,0,620,1
0,1,525,1
