isapre,mujer,ingresos,ocupado
0,0,400,1
0,1,113.684,1
0,1,457.25,1
0,0,627.434,1
0,0,92.528,1
0,1,161.053,0
0,1,169.646,0
0,1,134.024,0
0,0,132.694,1
0,1,297.654,1
0,1,361.389,0
0,0,149.818,0
0,1,80.244,0
0,1,155.323,0
0,1,200.668,0
0,1,237.932,0
0,0,243.333,1
0,1,154.646,0
0,1,171.456,1
0,1,167.112,0
0,0,206.73,0
0,0,291.039,0
0,0,345,1
0,0,154.035,1
0,0,207.361,1
0,1,321.667,1
0,1,295,1
0,0,233.5,1
0,1,213.123,0
0,1,325,0
NA,0,310.278,1
0,0,600,1
NA,1,113.108,0
0,1,87.979,1
0,0,174.084,1
0,1,69.775,1
0,0,367.229,0
0,0,408.334,1
0,0,210,1
0,0,186.111,1
0,1,69.53,0
0,0,163.663,1
0,0,260,1
0,0,141.646,1
0,0,63.134,0
0,0,176.945,1
0,1,40.699,0
0,1,229.775,1
0,1,77.657,1
0,0,127.205,1
0,1,310,1
0,0,225,1
0,0,249.176,1
0,1,420,1
0,0,143.581,1
0,0,204.615,1
0,1,291.25,1
NA,0,128.527,1
0,0,98.822,1
0,0,75.096,0
0,0,172.241,0
0,0,60,1
0,1,192.5,1
0,1,174.061,1
0,1,83.318,1
0,0,116,1
1,0,551.146,1
0,0,557.017,0
0,0,296.25,1
0,0,344.778,1
0,0,1208.333,1
0,0,121.083,1
0,0,280,0
0,1,86.778,1
1,0,640.5,1
0,1,332.323,0
0,0,220.368,1
0,1,140.929,0
0,1,114.526,1
0,0,230.667,1
0,1,204.646,0
0,1,68.515,0
0,0,144.066,0
0,1,168.75,0
0,0,87.977,1
1,0,463.542,1
0,0,610.406,1
0,1,353,0
NA,0,908.139,1
0,1,335.624,0
NA,0,126,0
0,0,3116.667,1
1,0,437.323,0
NA,1,456.944,1
0,1,340,0
1,1,800,1
1,0,94.631,0
1,0,1012.778,1
1,0,1646.667,1
0,0,533.222,1
1,0,300.764,1
0,1,1130,1
0,1,570,1
0,1,304.646,0
0,1,301.5,1
1,0,423.147,1
0,1,1319,1
1,0,300,1
0,0,257.5,1
0,1,140,0
0,1,296.25,1
1,0,1133.333,1
0,1,745.833,1
0,1,100,0
0,1,280,0
0,0,383.333,1
0,1,389.583,1
0,0,520.417,1
0,1,353.25,1
0,0,60,0
0,1,350,1
0,1,125,1
0,0,500,1
0,1,500,0
0,0,428,1
0,1,466.667,1
0,1,763.75,1
1,0,766.667,1
1,0,469.912,1
0,0,451,1
NA,0,294.75,1
0,0,236.162,1
1,1,675,1
0,0,388.75,1
0,1,257.352,1
0,0,204.323,0
0,1,780,1
0,0,200,1
0,1,237.297,0
0,0,1250,1
0,1,1000,1
0,0,550,1
0,1,580,1
0,1,730,1
0,1,880,1
0,1,1030,1
0,0,179.365,0
0,1,152.323,0
NA,1,140,1
0,0,88.542,1
0,1,569.789,0
0,0,256.667,1
0,0,201.753,0
0,1,100,1
0,1,127.323,0
0,1,425,1
0,0,385,1
NA,1,259.446,1
0,0,1033.333,1
1,0,300,1
0,0,234.882,0
0,0,86.417,1
0,1,139.462,1
0,1,33.282,0
0,1,237.764,0
NA,0,395.537,0
NA,0,300,0
0,1,2460,1
0,0,369.213,1
0,1,370.91,1
0,0,96.133,1
0,0,323.75,1
0,1,69.167,1
0,0,312.333,0
0,0,131.9,1
0,0,162.596,1
0,0,453.13,0
0,0,124.373,0
0,0,228.99,0
0,1,299.099,0
0,0,103.429,0
0,0,195.327,1
0,0,158.333,1
0,0,235.592,1
0,0,223.641,0
0,0,236.271,1
0,0,259.167,1
0,0,64.257,1
0,0,174.823,0
0,1,111.085,0
0,0,118.334,0
0,1,204.743,1
0,0,36.081,1
0,0,99.972,1
0,1,195.737,0
0,1,214.422,0
0,0,195.16,1
0,0,40.955,1
0,0,167.446,0
0,0,191.156,1
0,1,115.497,1
0,0,290.669,1
0,0,473.025,0
0,0,1037.5,1
0,0,229.877,0
0,0,140.679,1
0,1,227.911,0
0,0,206.938,1
0,0,163.573,0
0,1,304.646,0
0,1,97,0
0,0,286.128,0
0,0,120,1
0,0,213.954,1
0,1,395.542,1
0,0,237.66,0
0,0,280,1
0,0,170.556,1
0,0,169,0
0,0,94.08,1
0,0,219.578,0
0,0,513.552,0
0,0,139.399,0
0,1,163.568,0
NA,0,687.917,1
0,0,172.449,1
0,1,110.592,0
0,0,335,1
1,0,590.278,1
0,0,91.414,1
0,1,199.578,0
0,0,160.881,1
0,0,50,0
0,0,145.504,0
0,1,77.1,0
0,0,301,1
0,0,265,1
0,0,251.747,1
0,0,138.24,1
0,0,239.578,0
0,1,124.559,0
0,0,82.811,0
0,0,254.258,0
0,0,325,1
0,1,370,1
0,0,163,0
0,0,230,0
0,0,309.895,0
0,1,158.596,0
0,0,574.583,1
0,0,146.526,1
0,1,218.684,1
0,1,214.787,0
0,0,205.657,0
0,1,306.9,1
0,0,460.313,1
0,1,113.062,1
0,1,500.533,0
0,0,280,1
0,0,264.646,1
0,0,94.846,0
0,1,206.313,0
0,0,93.06,1
NA,1,151.445,0
0,0,260,0
0,0,287.882,0
1,0,124.402,1
0,0,189.849,1
0,0,106.517,1
0,0,393.432,0
NA,0,2104.167,1
0,0,189.578,0
0,0,404.646,1
0,0,107.251,0
0,0,126.667,1
1,0,177.284,1
0,0,156.757,1
0,0,203.334,1
0,0,96.081,1
0,0,148.542,1
0,0,126.845,1
0,0,362.222,0
0,0,200.209,1
0,0,453.333,1
0,0,245,1
0,1,350,1
0,1,93.333,0
0,0,320.693,1
0,0,345.417,1
0,1,188.448,1
0,0,185,0
0,0,83.63,1
0,1,315.501,0
0,0,190.105,1
1,0,2525,1
0,1,164.333,0
NA,0,126.544,0
0,1,252.779,1
0,0,222.588,1
0,1,189.229,0
0,0,156.314,1
0,0,500,1
1,0,640.418,1
1,0,225,1
0,0,313.265,0
0,0,430,1
0,0,146.73,0
0,0,106.354,1
0,1,231.667,0
0,0,270.932,0
0,1,275,0
0,0,258.203,1
0,0,134.215,1
0,0,140.603,1
0,0,125.383,0
0,0,148.572,0
0,0,177.072,1
0,0,710,0
0,0,341.667,1
0,0,290,1
0,0,181.727,1
0,1,105.115,0
0,0,612.667,1
0,1,124.789,0
0,0,283.931,1
0,0,130.397,1
0,0,189.076,1
0,0,124.446,1
0,1,209.888,0
0,0,106.915,1
0,1,99.831,0
0,0,235.24,1
0,0,205,1
0,0,235,1
0,0,256.079,1
0,0,171.278,1
0,0,1306.5,1
0,1,504.646,0
0,0,242.084,1
0,0,546.111,1
0,0,176.667,0
0,0,146.862,1
0,0,176.039,0
0,0,784.167,1
0,0,157.563,0
0,0,506.765,1
0,0,214.703,0
0,1,158.066,0
0,0,273.432,0
0,1,88.764,0
0,0,50,0
0,0,69.966,0
NA,0,241.25,0
0,0,232.617,0
1,1,287.03,1
0,0,229.866,1
0,0,109.578,0
0,0,105.04,1
0,0,319.253,0
0,0,287.323,0
0,0,99.888,1
0,0,346.211,0
0,1,199.578,0
0,0,147.946,0
0,0,10,0
0,1,251.15,0
0,0,547.062,1
NA,0,362.5,1
NA,0,138.941,1
0,1,259.015,0
0,0,109.344,1
0,0,295,1
0,0,135.941,1
0,0,487.413,1
1,0,17066.666,1
0,0,308.599,0
0,0,480.042,1
0,0,1657.83,1
0,0,140.815,0
0,0,152.917,1
0,1,561.667,0
0,0,235.414,1
0,0,227.803,0
NA,0,153.821,1
0,0,42.605,0
0,0,98.509,0
0,0,139.339,0
0,1,208.888,0
0,0,102.584,1
0,0,288.462,1
0,0,122.388,0
0,0,466.667,1
0,0,97.292,1
1,0,375,0
0,1,182.22,1
0,1,494.789,0
0,0,82.454,1
0,1,1349,1
0,0,115.665,0
0,1,400,0
0,0,241.255,0
0,1,301.458,1
0,0,435.417,1
0,0,73.165,1
0,0,186.5,1
0,0,64.779,0
0,0,219.444,1
0,0,185,1
0,1,258.995,0
0,1,66.04,0
0,0,243.125,1
0,1,101.363,1
0,1,114.546,1
0,1,261.245,0
0,0,157.112,0
0,0,205.369,0
0,0,155.646,0
0,0,83.662,0
0,0,248.402,0
NA,0,700,0
0,0,92.999,0
0,0,108.238,1
0,0,67.159,0
0,1,112.079,0
0,1,265.716,0
0,0,1166.162,1
0,0,325,1
0,0,210.098,0
0,0,214.535,1
0,1,101.027,0
0,1,105.645,0
0,1,230.564,0
0,0,640.833,1
0,1,202.585,0
0,1,58.455,0
0,0,114.562,1
0,0,102.263,1
0,1,34.376,0
0,1,83.159,0
0,0,219.029,1
0,0,75,0
0,1,139.638,1
0,1,466.667,1
0,0,136.132,1
0,0,44.623,0
0,0,60,0
0,0,164.349,0
0,0,124.826,0
0,1,178.965,0
0,1,64.167,0
0,1,101.422,0
0,0,740,1
0,1,281.111,0
0,0,1075,1
0,1,58.785,1
0,0,104.91,1
0,1,590,1
0,0,120.635,1
0,1,207.518,0
0,1,78.228,1
0,1,110,0
0,0,79.764,0
0,0,169.133,0
0,1,179.578,0
0,0,41.449,0
0,0,272,1
0,1,355.833,1
0,0,160.481,1
0,0,147.323,0
0,0,300,1
0,0,348.311,1
0,0,246.83,1
0,0,203.823,0
0,1,212.222,1
0,1,150,0
0,0,204.646,0
0,1,104.646,0
0,1,209.578,0
0,1,250,0
1,1,1148.722,1
0,1,273.368,0
0,0,147.076,0
0,1,152.386,1
0,0,126.273,0
0,0,183.333,1
0,0,221.167,1
0,0,275,1
0,0,370,1
0,0,1300,1
0,0,124.444,1
0,0,252.466,0
0,1,120.833,1
1,0,503.334,1
0,1,175.833,1
0,0,219.092,0
0,0,455,0
0,0,142.917,1
0,1,204.646,0
0,0,37.222,0
0,1,450.002,0
0,1,137.274,0
0,0,164.646,0
0,0,252.084,1
1,0,555.834,1
0,0,203.673,1
0,0,65,0
0,0,176.935,1
0,0,182.773,1
0,0,273.86,1
0,0,185.316,1
0,0,159.144,1
0,1,141.675,0
0,1,242.456,1
0,0,132.742,0
0,1,179.166,1
0,0,429.411,1
0,1,129.545,1
0,1,41.378,0
0,0,97.365,1
0,1,108.492,0
0,1,229.578,0
0,0,139.707,1
0,0,114.165,0
0,1,363.417,1
0,0,104.859,0
0,1,137.592,0
0,1,183.691,1
0,0,40,0
0,0,211.912,0
0,0,255,0
0,1,266.517,1
0,0,508.333,1
0,1,98.43,0
0,1,129.332,1
0,1,231.082,1
0,1,81.469,0
0,0,155.139,1
0,1,227.918,1
0,0,665.962,1
0,1,100.918,1
0,0,390.921,1
0,1,169.819,0
0,1,182.5,0
0,0,134.789,0
0,1,135.729,0
0,0,141.762,1
0,0,230.083,1
0,0,671.875,1
0,1,147,0
0,1,207.667,1
0,0,184.646,0
0,0,199.823,0
0,0,202.323,0
0,0,358.167,1
0,0,112.051,1
0,1,245.24,1
0,0,212.5,1
0,0,240,0
0,0,100.546,0
0,0,161.277,1
0,0,180.278,1
0,1,118.021,0
0,0,178.5,0
0,1,114.882,0
0,1,410,1
0,1,185,1
0,0,192.395,0
0,1,268.646,0
1,0,198.764,1
0,0,173.334,1
0,0,199.092,0
0,0,130.635,1
0,0,320.136,1
0,0,234.015,1
1,0,540.417,1
0,0,340,1
0,0,247.368,0
0,0,403,1
0,0,266.104,0
0,0,290,0
NA,0,353.77,1
0,0,225,1
0,0,320.375,1
0,0,268.056,1
0,0,140,1
0,1,181.667,1
0,0,157.323,0
0,0,174.789,0
0,0,343.625,1
0,0,199.424,0
0,0,186.417,1
0,0,284.646,1
0,0,265.333,1
0,0,139.646,0
0,0,212.333,1
0,0,207.135,1
0,0,132.388,1
0,1,365.917,1
0,0,175.635,1
0,0,169.755,0
0,1,102.624,1
0,0,191.874,1
0,1,295.02,0
0,0,239.675,0
0,1,347.777,0
0,0,440,1
0,0,224.908,0
0,0,206.447,1
0,0,465,1
0,0,207.833,1
0,0,563.5,1
0,0,245.916,0
0,0,460.657,1
0,1,126.02,0
0,1,327.234,0
0,1,224.957,1
0,1,154.775,0
0,0,221.5,1
0,0,711.333,0
0,1,327,1
0,1,134.581,1
0,1,114.775,1
0,1,138.065,0
0,1,77.108,1
0,0,143.756,1
0,1,119.091,1
0,1,277.795,0
0,0,165,1
0,0,110.818,1
0,0,203.785,1
0,1,180.575,1
0,0,243.967,1
0,0,136.517,1
0,0,109.85,1
0,1,120.923,0
0,1,121.3,0
NA,0,151.667,1
0,0,550,1
0,0,181.129,1
NA,0,102.895,1
0,0,130.999,1
0,1,169.823,1
0,0,42.822,0
0,0,220,0
0,1,237.88,1
0,0,439.255,0
0,0,165,0
0,0,213.826,1
0,1,184.646,0
0,1,374,0
1,0,223.5,1
0,1,328.44,0
0,0,550,1
0,0,90.638,1
0,0,97.762,1
0,0,212.839,0
0,0,398.577,1
0,1,122.123,1
0,0,174.89,1
0,1,120,0
0,1,146.608,0
0,0,1350.625,1
0,1,192.796,0
0,0,158.676,1
0,0,175.417,0
0,0,163.265,0
0,1,37.222,0
0,0,169.049,0
0,1,38.941,0
0,1,206.667,0
0,0,110.888,1
0,0,128.515,1
0,1,82.843,0
0,0,267.104,0
0,1,273.333,1
0,0,113.342,1
0,1,175,1
0,1,94.226,0
0,0,190.408,0
0,0,246.599,0
0,1,98.999,1
NA,0,238.375,1
0,0,335,1
0,1,200.609,1
0,0,193.443,1
0,0,168.588,0
0,0,151.662,0
NA,0,86.261,1
0,0,500,1
0,1,192.571,0
0,1,140.866,0
0,0,204.646,0
0,1,112.193,0
0,0,193.792,0
0,1,291.233,1
0,1,219.172,1
0,1,270.34,1
0,0,118.476,1
0,0,212,0
0,0,422.444,1
0,1,317.667,1
0,1,156.073,1
0,0,54.894,1
0,1,530,1
0,1,129.333,0
0,0,170.305,1
0,0,588.006,1
0,1,334.722,1
0,0,128.075,1
0,0,145,0
0,1,71.162,0
0,0,226.012,1
0,0,174.805,1
0,0,450,1
0,0,760,1
0,0,227.446,0
0,1,96.712,0
NA,0,316.274,1
0,0,770,1
NA,0,202.323,1
0,1,248.932,0
0,0,385.487,1
0,0,238.932,0
0,0,163.664,0
0,1,271.221,1
0,0,250,0
0,0,385.039,1
0,1,224.935,0
0,1,87.5,0
0,0,250,1
0,0,322.014,1
0,0,250,1
0,1,178.916,1
0,0,135.745,0
0,1,144.646,0
0,1,162.549,1
0,0,162.5,1
0,0,226.995,1
0,1,280,0
0,1,69.794,1
0,0,283.134,0
0,1,266.646,0
0,1,275,1
0,0,120.722,1
0,1,141.26,1
0,0,161.639,0
0,1,220.166,1
0,1,281.019,1
0,1,232,1
0,0,273.333,1
0,1,447.431,1
0,1,447.466,0
0,0,580.629,1
0,0,217.778,1
0,1,193.882,0
0,1,109.85,0
0,1,164.966,0
0,0,942.5,1
1,1,624.584,1
1,0,736,1
NA,0,400,1
0,0,157.352,0
0,0,254.966,0
0,1,525,0
1,0,2442.084,1
0,1,259.932,0
0,1,79.831,0
0,0,446.833,1
0,0,88.581,1
0,1,173.684,1
0,0,121.644,0
0,0,238.426,1
0,0,220,0
0,0,294.646,0
0,1,173.215,0
0,0,218.234,1
0,0,147.745,0
0,0,397.271,1
0,1,144.646,0
NA,0,105.758,1
0,1,162.255,0
0,0,340.75,1
0,0,250.136,0
0,1,426.667,1
0,0,163.131,1
0,0,87.87,0
0,0,224.646,0
0,0,122.709,1
0,0,367.869,1
0,1,572.5,0
0,0,312.5,1
0,0,196.823,0
0,0,783.298,1
0,0,182,1
0,0,123.193,0
0,0,118.996,0
0,1,184.833,0
0,1,163.193,0
0,0,162.98,0
0,0,248.75,1
0,0,131.549,1
0,0,212.323,0
0,0,112.642,1
0,0,206.172,0
0,0,262.146,1
0,0,99.852,1
0,0,196.313,0
0,0,304.167,1
0,0,320,1
0,1,207.255,0
0,0,257.539,0
0,1,217.578,0
0,0,480,1
0,0,243.289,0
0,1,162.388,1
0,1,279.646,0
0,1,453.23,0
0,0,221,1
0,0,73,0
0,1,237.977,0
0,1,366.667,1
0,0,1228.333,1
0,0,202.289,0
0,0,426.75,1
0,0,331.667,0
0,0,250,1
0,0,389.409,1
0,1,253,0
0,1,135.737,1
0,0,111.346,1
0,0,187.656,1
0,0,374.932,0
0,1,195,0
0,1,208.906,1
0,0,212,1
1,0,306.433,1
0,0,267.474,0
0,0,275,0
0,0,400,0
0,1,212.796,1
0,1,390,0
1,1,810,0
0,0,303.193,1
NA,0,245.903,0
0,1,260.789,0
0,0,225,1
0,0,231.25,1
0,0,460,1
0,1,120.033,1
0,0,87.356,0
0,0,180,1
0,0,166.328,1
0,0,246.46,1
0,1,245,0
1,0,575,1
1,0,425,1
0,0,200,1
0,0,184,1
1,0,550,1
1,0,363.146,1
0,0,608.313,1
0,1,261.596,0
0,1,200.245,1
0,0,336.333,1
0,1,159.888,1
0,1,166.523,0
0,0,128.853,1
0,0,750,1
0,0,141.523,1
1,1,132.083,1
0,0,175,1
0,1,897.083,1
0,0,149.388,1
0,0,604.722,1
0,0,144.978,1
0,0,69.081,0
0,1,288.365,1
0,0,148.382,1
0,0,217.292,1
0,0,170.919,1
0,0,500,1
0,1,100,1
0,0,202.294,1
0,1,32.695,1
0,0,131.581,1
0,0,101.651,1
0,0,104.414,1
NA,0,154.789,0
0,1,65.874,0
0,0,104.4,1
0,1,186.292,1
0,0,72.333,0
0,0,64.195,1
0,1,240.539,1
0,1,254.432,0
0,0,59.882,0
NA,0,200,0
0,1,294.684,0
0,0,152,1
0,1,57.492,0
0,1,124.703,0
0,1,133.193,0
0,0,235,0
0,0,189.646,0
0,0,85.721,0
0,0,126.111,0
0,0,218.902,0
0,1,161.578,0
0,0,75.393,0
0,0,143.956,0
0,0,531.667,1
0,0,201.554,0
0,0,324.298,1
0,0,52.128,1
0,0,149.167,1
0,0,125.623,0
0,0,92.662,0
0,1,198.163,0
0,0,152.979,0
0,0,212.078,0
0,0,160.192,0
0,0,234.206,0
0,0,236.313,0
0,0,169.755,0
0,1,395,1
0,0,151.517,1
NA,0,252.386,1
0,0,192.168,1
0,0,163.629,1
0,1,2317.542,1
0,0,188.733,1
0,0,556.111,1
0,0,184.66,1
0,0,103.969,1
0,0,203.542,0
0,0,202.602,0
0,0,107.394,1
0,0,184.882,0
0,0,331.653,0
0,0,123.002,0
0,0,106.822,1
0,0,164.646,0
0,0,13.697,1
0,1,132.882,0
0,0,153.11,1
0,0,183.222,0
0,1,274.862,1
0,0,59.973,0
0,1,116.233,0
0,0,154.741,0
0,0,236.905,0
0,0,184.789,0
0,1,292,0
0,1,267.323,1
0,0,229.5,0
0,1,129.85,1
0,1,243.719,1
0,1,315.624,0
0,1,108.517,1
0,1,101.667,1
0,0,164.106,1
0,1,230,0
0,0,224.587,1
0,0,140.165,0
0,0,185.608,0
0,1,266.951,0
0,1,223,1
0,1,217.495,1
0,0,200.8,1
0,1,159.578,0
0,0,461.606,1
1,1,307.222,1
0,0,263.466,0
0,0,252.333,1
1,0,154.845,1
0,0,224.352,1
0,0,38.854,0
0,1,261.649,0
0,1,100,1
1,0,396.667,1
0,0,109.338,0
0,0,214.882,1
0,1,160.625,1
0,0,380.834,1
0,0,35.369,1
0,0,357.549,1
0,0,247.024,1
0,0,243.889,1
0,0,188.065,0
0,0,231.632,0
0,0,360,1
0,0,274.935,1
0,0,159.813,1
0,0,80,1
0,0,144.722,0
0,1,234.578,0
0,0,143,0
0,0,421.401,1
0,0,230.813,1
0,0,169.722,0
0,0,394.837,1
0,1,268.266,0
0,1,301.313,0
0,0,425.197,0
0,0,255,0
0,1,144.79,0
0,0,162.339,1
0,0,223.72,0
0,0,98.75,1
0,0,148.333,1
NA,1,130.51,1
0,0,188.319,1
0,0,409.578,0
0,0,213.5,1
0,1,218.138,0
0,0,175,1
0,0,83.113,1
0,1,133.764,0
0,1,187.078,0
0,1,247.289,0
NA,1,645,0
0,1,213.5,0
0,0,159.193,0
0,0,108.289,0
0,0,229,1
0,1,304.25,1
1,0,537,1
0,1,273.932,0
0,1,82.456,0
NA,0,75,0
0,1,288.078,0
0,0,227,1
NA,0,261.932,0
0,0,225.245,0
0,0,270,1
0,1,900,1
0,1,456.667,1
0,1,704.167,1
0,1,261.5,1
0,0,128.93,1
0,1,250,0
0,1,490,0
0,1,239.932,0
0,1,232.289,0
NA,1,829.167,1
0,1,210,0
0,1,179.646,0
0,0,273.333,0
0,0,75.221,1
0,1,450,0
NA,0,169.578,0
0,1,124.572,0
0,1,390,1
0,1,214.418,0
0,1,167.66,0
0,0,264.449,0
0,0,360,1
0,0,124.061,1
0,0,89.888,0
0,1,227.89,1
0,1,220.638,0
0,1,118.05,0
0,1,114.165,0
0,1,434.578,0
0,1,94.605,1
0,1,226.578,0
0,0,140.365,1
0,0,235.922,0
0,1,159.776,0
0,0,101.205,0
0,0,99.799,0
0,1,275.328,0
0,0,314.789,0
0,0,269.459,1
0,0,154.646,0
0,1,309.932,0
0,1,105.609,0
0,1,221.628,0
0,0,186.25,1
0,0,759.58,0
0,0,357.511,0
0,1,149.163,0
0,0,164.998,0
0,0,194.932,0
0,1,213.922,0
0,1,255.589,0
0,0,157.737,0
0,1,142.084,0
0,0,168.089,0
0,0,148.87,1
0,1,239.167,0
0,0,182.672,0
0,0,168.638,1
0,0,89.119,0
0,0,284.167,0
0,0,159.995,0
0,0,211,0
0,0,314.888,1
0,1,117.323,0
0,0,198.505,0
0,0,93.365,1
NA,0,181.035,1
0,1,82.097,0
0,0,208.458,1
0,0,260,0
NA,0,179.654,1
0,1,279.586,0
NA,1,235.644,0
0,1,237.083,1
0,0,224.823,0
0,1,94.424,0
0,0,204.612,1
0,0,160.208,0
0,1,243.932,0
0,0,127.215,1
0,1,153.836,0
0,0,156.667,0
0,0,126.517,1
0,1,227.607,0
0,1,296.526,0
0,0,241.932,0
0,0,248.378,0
0,1,209.578,0
0,1,122.507,0
0,0,387.288,0
0,1,226.581,0
0,1,58.275,0
0,1,250,0
0,0,372.943,0
0,0,126.469,1
0,1,63.165,0
0,1,99.888,0
0,0,429.332,0
0,0,61.895,1
0,1,213.578,0
0,0,370,1
1,0,705,1
0,1,227.577,0
0,0,151.081,1
0,0,72.624,1
0,1,196.578,0
0,1,242.185,0
NA,0,365,0
0,1,423.5,1
0,0,196.323,0
0,0,393.58,1
0,1,180.381,1
0,0,180.418,1
0,0,206.248,0
0,1,330.417,0
0,0,119.262,0
0,0,202.5,1
0,1,243.745,0
0,0,283.363,1
0,0,337.5,1
0,0,161.456,0
0,0,313.333,0
0,0,264.338,0
0,1,179.969,0
0,0,263.265,0
0,0,163.497,0
0,1,118.333,0
0,1,196.376,0
0,1,195.448,0
0,0,380,1
0,0,159.679,1
1,0,217.767,1
0,0,306.367,0
0,0,162.146,0
0,1,225,1
0,0,177.5,1
0,0,200.304,1
0,0,214.059,0
0,0,342.5,1
0,0,231.932,0
0,1,68.215,0
0,0,130,0
0,0,136.778,0
0,1,51.354,0
0,0,116.851,0
0,0,178.197,0
NA,0,157.999,0
0,0,215.932,0
0,1,182.255,0
0,1,243.335,1
0,0,650,0
NA,0,227.267,1
0,1,82.278,1
0,0,112.069,1
0,1,206.183,0
0,1,109.85,0
0,1,130.75,1
0,0,80,0
0,1,127.277,0
0,1,262.084,1
0,0,133.095,0
0,1,129.071,1
0,0,113.638,1
0,1,270.042,0
0,1,238,0
0,0,110.897,0
0,1,224.223,0
0,1,75.417,1
0,1,111.268,0
0,0,95,0
0,1,149.712,1
0,1,328.056,0
0,1,168.046,0
0,1,374.167,1
0,1,118.908,0
0,1,188.741,0
0,1,94.775,0
0,1,164.079,0
0,1,285.084,0
0,1,174.608,0
0,1,284.932,0
0,1,415.552,0
0,1,127.33,1
0,1,259.004,0
NA,0,354,1
0,0,158.11,1
0,0,353.75,1
NA,1,237.42,0
0,1,108.689,0
0,0,673.333,1
0,0,332.466,0
0,0,300,1
0,0,245.995,0
0,0,225.887,1
0,1,114.722,0
0,0,67.975,1
0,1,166.667,0
0,1,374.066,0
0,0,264.167,1
0,0,132.879,0
0,1,198.608,0
0,0,198.052,1
0,0,121.408,0
0,0,178.218,1
NA,0,370.834,0
0,1,103.193,0
0,1,88.684,0
0,0,151.753,1
0,0,251.6,1
0,0,243.183,1
0,0,305.357,1
0,0,297.621,0
0,0,228.932,0
0,1,146,0
0,1,412.919,0
0,1,194.789,0
0,0,133.311,0
0,0,453.333,1
0,1,127.114,0
0,0,227.281,0
0,0,85.92,1
0,0,134.656,0
0,0,311.796,1
0,0,128.429,1
0,0,228.4,1
0,1,172.528,1
0,0,126.333,1
0,0,236.578,0
0,1,218.578,0
0,1,232.104,1
0,1,147.152,0
0,1,900,1
0,0,258.289,0
0,0,293.333,1
NA,0,391.325,1
0,0,216.112,0
0,1,382.848,1
0,0,290.479,1
0,0,199,0
0,1,190.533,0
0,1,584.932,0
0,0,386.806,1
0,1,110,1
0,0,292.226,1
0,0,518,0
0,0,300,1
0,0,103.581,1
NA,1,111.932,0
0,0,129.047,1
0,0,159.789,0
0,0,221.352,1
0,1,301.945,1
0,1,223.333,1
0,0,262.5,1
0,1,295,0
0,0,530,1
0,1,152.818,0
0,0,218.724,1
0,1,274.932,0
0,1,374.767,1
0,0,413.75,1
0,0,215,1
0,0,206.792,1
0,0,112.243,0
0,0,94.22,1
0,0,334.167,1
0,1,100.683,0
0,0,350,1
0,1,146.966,0
0,1,77.108,0
0,1,185.12,1
0,0,206.183,1
0,1,119.74,1
0,1,231.342,1
0,1,332.773,1
0,1,81.368,0
0,0,346.194,0
0,0,126.986,0
0,1,79.743,0
0,1,453.265,0
0,0,111.431,0
0,1,678.333,1
0,0,262.323,1
0,0,152.919,0
0,0,300.032,1
0,1,135.533,0
0,0,434.05,1
0,0,196.509,0
NA,0,165.375,0
1,1,127.5,0
0,1,184.646,0
0,0,202.5,0
0,0,712.979,1
0,1,215.88,1
0,0,193.722,0
0,1,164.785,0
0,0,380,1
0,1,94.789,0
0,0,246.255,0
0,0,206.25,1
0,0,409.281,0
0,0,136.421,0
0,0,188.745,0
0,0,192.789,0
0,0,160.412,0
0,0,218.338,1
0,1,163.745,0
0,1,249.167,0
NA,0,938.167,1
0,0,167.459,0
0,1,210.641,0
0,0,106.456,0
0,0,119.911,0
0,0,44.444,0
0,0,101.549,0
0,0,283.956,0
0,0,111.081,1
0,0,189.149,1
0,0,179.643,1
0,1,127.072,1
0,0,158.324,0
0,1,296.932,0
0,0,152.845,0
0,0,89.35,1
0,1,80.14,1
0,0,82.198,1
0,0,92.664,1
0,0,302.791,1
0,0,105.536,1
0,0,155.566,1
1,0,645.834,1
0,0,116.628,0
0,0,164.25,0
0,1,193.644,0
0,1,152.904,0
0,1,242.333,0
0,1,480,1
0,0,165.603,1
1,1,384.167,1
0,1,365.254,0
0,0,94.882,1
0,0,154.646,0
0,1,215.945,1
0,0,448.17,0
0,1,130,0
0,0,108.33,0
0,0,260,0
0,1,117.352,1
0,0,377.833,1
0,1,176.679,0
1,0,789.73,1
0,0,292.323,0
0,0,170.255,0
0,0,903.667,0
0,0,113.173,1
0,1,200,0
0,0,275,1
0,1,132.021,0
0,1,103.881,0
0,0,201.637,1
0,0,300.599,1
0,0,172.988,1
0,1,283.125,1
1,0,69.62,1
0,1,140.479,0
0,0,316.362,0
0,1,180,0
0,0,155.833,1
0,0,142.778,1
0,0,249.866,1
0,1,62.964,0
0,1,248.015,0
0,1,160.4,1
0,1,183.052,1
0,0,168.64,1
0,0,140,0
NA,1,231.167,0
0,0,156.205,1
0,1,118.501,1
NA,0,164.167,1
0,0,351.5,1
0,1,167.889,1
0,0,153.703,0
0,0,187.805,0
0,0,252.567,0
0,1,450,1
0,0,156.313,0
0,1,67.412,0
0,0,263.099,0
0,0,110.79,1
0,1,117.876,1
0,0,101.335,1
0,1,136.917,1
0,0,125.161,1
0,0,517.883,0
0,1,435.643,0
0,1,363.282,0
0,0,151.736,1
0,1,480.363,0
